order_id,user_id,age_group,city,province,region,product_id,product_name,category,brand,supplier,price,cost,quantity,discount,coupon_amount,payment_method,sales_channel,traffic_source,campaign_name,device_type,store_id,store_type,order_date,order_hour,is_returned,return_reason,delivery_days,customer_rating,user_gender,user_age,user_level,ab_group,shipping_fee,marketing_cost
AI00000023,U01711,23-30,广州,广东,华南,P011,台灯,生活用品,LightHome,宁波明照电器,56.47,36.36,1,0.99,0.0,银行卡,网页商城,老客复购,日常,iOS,S013,商场店,2025-03-27,19,0,未退货,2,5.0,男,28,新客,B,6.0,24.92
AI00000024,U01484,31-40,成都,四川,西南,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,10.59,7.31,6,0.96,5.0,微信支付,网页商城,信息流广告,日常,iOS,S003,校园店,2026-05-23,22,0,未退货,2,5.0,男,34,学生会员,A,0.0,34.57
AI00000025,U01174,41-50,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,49.97,24.59,2,1.0,0.0,银行卡,手机APP,老客复购,日常,PC,S009,旗舰店,2026-04-28,8,0,未退货,2,4.0,男,42,银卡会员,A,6.0,27.72
AI00000026,U00114,23-30,大连,辽宁,东北,P021,教材,图书文具,学知书局,北京图书批发,65.05,44.09,2,1.0,0.0,校园卡,直播间,直播推荐,日常,PC,S018,商场店,2026-05-18,20,0,未退货,4,5.0,男,26,普通会员,A,6.0,51.12
AI00000027,U00493,23-30,北京,北京,华北,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,14.55,9.7,1,0.92,0.0,微信支付,网页商城,自然搜索,日常,iOS,S027,校园店,2025-04-08,13,0,未退货,3,5.0,女,28,普通会员,B,0.0,26.74
AI00000028,U00011,41-50,天津,天津,华北,P022,笔记本,图书文具,NotePlus,义乌文具厂,12.79,8.59,1,1.0,0.0,信用卡,手机APP,老客复购,日常,PC,S005,社区店,2025-03-16,20,0,未退货,2,4.0,女,43,银卡会员,B,12.0,26.78
AI00000029,U00078,41-50,大连,辽宁,东北,P006,显示器,电脑办公,ViewStar,青岛海新显示,843.61,537.66,2,0.84,20.0,支付宝,网页商城,自然搜索,618大促,PC,S033,校园店,2026-06-07,17,0,未退货,1,5.0,女,43,普通会员,A,10.0,16.49
AI00000030,U00940,23-30,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,93.77,47.35,1,0.97,5.0,银行卡,手机APP,自然搜索,日常,PC,S027,仓储店,2025-04-22,14,0,未退货,3,5.0,男,24,学生会员,A,12.0,28.32
AI00000031,U01089,23-30,广州,广东,华南,P015,瑜伽垫,服饰运动,FitLife,杭州健身用品,67.44,45.58,1,1.0,20.0,支付宝,手机APP,自然搜索,日常,PC,S037,旗舰店,2025-07-17,17,1,商品与描述不符,1,3.0,女,30,学生会员,B,10.0,36.6
AI00000032,U01702,23-30,北京,北京,华北,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,164.09,98.11,1,0.91,0.0,微信支付,网页商城,老客复购,日常,PC,S032,商场店,2025-09-11,15,0,未退货,2,5.0,男,28,学生会员,A,10.0,20.98
AI00000033,U00269,31-40,天津,天津,华北,P009,保温杯,生活用品,WarmCup,大连优品贸易,33.45,21.32,2,0.89,23.82,银行卡,手机APP,信息流广告,日常,Android,S031,商场店,2025-03-22,20,0,未退货,8,5.0,男,33,学生会员,B,10.0,24.91
AI00000034,U00334,31-40,大连,辽宁,东北,P019,坚果礼盒,食品饮料,NutPlus,杭州食品贸易,139.75,68.12,2,0.96,0.0,银行卡,手机APP,自然搜索,日常,Android,S008,商场店,2025-01-14,19,0,未退货,4,4.0,男,32,新客,A,10.0,30.78
AI00000035,U00498,31-40,广州,广东,华南,P011,台灯,生活用品,LightHome,宁波明照电器,106.42,50.45,2,0.93,0.0,银行卡,网页商城,老客复购,日常,iOS,S013,商场店,2026-06-27,13,0,未退货,3,4.0,男,38,普通会员,A,6.0,18.31
AI00000036,U00109,31-40,大连,辽宁,东北,P009,保温杯,生活用品,WarmCup,大连优品贸易,34.18,17.35,4,1.0,30.0,校园卡,手机APP,短视频,日常,PC,S038,社区店,2026-05-22,8,0,未退货,1,5.0,男,36,学生会员,B,6.0,43.06
AI00000037,U00059,51-65,沈阳,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,9.59,5.5,3,0.78,0.0,银行卡,手机APP,校园社群,618大促,iOS,S010,仓储店,2026-06-05,20,1,商品与描述不符,1,2.0,男,60,银卡会员,B,8.0,33.24
AI00000038,U00509,18-22,成都,四川,西南,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,197.38,107.9,5,0.82,20.0,支付宝,第三方平台,自然搜索,618大促,iOS,S019,社区店,2025-06-11,19,0,未退货,2,5.0,女,20,普通会员,B,10.0,53.22
AI00000039,U00147,31-40,成都,四川,西南,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,165.33,112.18,3,0.97,0.0,支付宝,第三方平台,自然搜索,日常,iOS,S019,社区店,2025-05-22,21,0,未退货,1,5.0,男,39,学生会员,B,0.0,31.06
AI00000040,U00909,31-40,大连,辽宁,东北,P016,篮球,服饰运动,CourtStar,青岛体育用品,90.13,39.08,3,1.0,10.0,银行卡,手机APP,老客复购,日常,Android,S014,仓储店,2025-08-22,15,0,未退货,2,4.0,男,37,普通会员,B,8.0,34.57
AI00000041,U00441,23-30,成都,四川,西南,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,178.67,80.83,1,0.91,30.0,支付宝,第三方平台,自然搜索,日常,iOS,S019,社区店,2025-09-09,20,0,未退货,1,4.0,女,28,普通会员,B,12.0,48.74
AI00000042,U01317,31-40,北京,北京,华北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,96.31,50.19,2,0.88,0.0,支付宝,线下门店,线下到店,日常,门店收银,S002,仓储店,2025-01-04,19,0,未退货,0,4.0,男,39,金卡会员,B,0.0,17.33
AI00000043,U00981,51-65,上海,上海,华东,P009,保温杯,生活用品,WarmCup,大连优品贸易,45.94,21.91,3,1.0,0.0,校园卡,手机APP,自然搜索,日常,Android,S013,旗舰店,2026-03-21,17,0,未退货,1,5.0,男,52,普通会员,B,6.0,20.37
AI00000044,U00250,31-40,天津,天津,华北,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,16.79,9.13,2,0.96,0.0,支付宝,直播间,短视频,日常,Android,S040,社区店,2026-06-28,17,0,未退货,5,4.0,男,34,银卡会员,A,12.0,89.39
AI00000045,U01316,31-40,杭州,浙江,华东,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,60.64,38.26,2,1.0,0.0,微信支付,第三方平台,自然搜索,日常,PC,S034,校园店,2025-10-27,12,0,未退货,4,5.0,男,32,银卡会员,A,8.0,40.54
AI00000046,U01243,18-22,北京,北京,华北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,56.7,40.15,1,1.0,10.0,支付宝,线下门店,线下到店,日常,门店收银,S002,仓储店,2025-07-29,8,0,未退货,0,5.0,女,18,金卡会员,B,0.0,19.1
AI00000047,U00360,51-65,成都,四川,西南,P009,保温杯,生活用品,WarmCup,大连优品贸易,41.16,20.03,1,1.0,0.0,支付宝,网页商城,老客复购,日常,Android,S029,校园店,2025-08-01,21,0,未退货,2,5.0,女,55,学生会员,A,10.0,27.24
AI00000048,U00219,31-40,成都,四川,西南,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,16.74,8.44,2,0.94,0.0,微信支付,网页商城,信息流广告,日常,iOS,S003,校园店,2025-03-03,17,0,未退货,4,4.0,女,33,银卡会员,B,12.0,32.12
AI00000049,U00939,31-40,南京,江苏,华东,P013,运动鞋,服饰运动,RunFast,福建运动工厂,365.21,235.65,2,0.79,10.0,信用卡,直播间,直播推荐,618大促,PC,S014,商场店,2025-06-07,14,1,商品与描述不符,6,2.0,女,35,普通会员,B,6.0,62.74
AI00000050,U00066,31-40,大连,辽宁,东北,P013,运动鞋,服饰运动,RunFast,福建运动工厂,427.85,216.57,1,0.86,0.0,信用卡,手机APP,老客复购,日常,Android,S021,商场店,2025-10-10,20,0,未退货,5,3.0,男,35,银卡会员,A,6.0,23.74
AI00000051,U00119,51-65,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,22.74,14.26,1,0.91,8.28,微信支付,手机APP,信息流广告,日常,PC,S013,旗舰店,2025-08-26,22,0,未退货,3,5.0,男,54,新客,B,8.0,32.73
AI00000052,U00001,23-30,广州,广东,华南,P021,教材,图书文具,学知书局,北京图书批发,55.38,32.86,3,0.8,30.0,微信支付,手机APP,信息流广告,双十一,Android,S035,旗舰店,2025-11-03,15,0,未退货,5,3.0,女,26,学生会员,B,8.0,31.07
AI00000053,U01196,23-30,大连,辽宁,东北,P006,显示器,电脑办公,ViewStar,青岛海新显示,1641.98,1099.09,2,0.92,0.0,支付宝,网页商城,自然搜索,日常,PC,S033,校园店,2026-05-04,19,0,未退货,4,4.0,女,25,银卡会员,A,10.0,27.34
AI00000054,U00898,31-40,广州,广东,华南,P011,台灯,生活用品,LightHome,宁波明照电器,90.69,39.84,3,0.9,0.0,银行卡,网页商城,老客复购,日常,iOS,S013,商场店,2025-05-25,13,0,未退货,3,4.0,女,37,银卡会员,A,12.0,17.91
AI00000055,U00992,31-40,沈阳,辽宁,东北,P009,保温杯,生活用品,WarmCup,大连优品贸易,34.66,24.41,2,0.96,5.0,校园卡,网页商城,信息流广告,日常,PC,S025,校园店,2025-01-18,8,0,未退货,3,5.0,男,31,银卡会员,A,10.0,27.5
AI00000056,U01180,31-40,沈阳,辽宁,东北,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,263.32,184.32,3,1.0,0.0,校园卡,线下门店,线下到店,日常,门店收银,S034,商场店,2025-01-25,17,0,未退货,0,5.0,女,32,银卡会员,A,0.0,10.26
AI00000057,U00479,23-30,天津,天津,华北,P014,运动外套,服饰运动,MovePro,上海服饰集团,275.65,120.26,2,0.96,0.0,信用卡,网页商城,自然搜索,日常,PC,S022,仓储店,2025-03-28,13,0,未退货,3,4.0,女,27,普通会员,B,10.0,17.06
AI00000058,U00688,31-40,青岛,山东,华东,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,235.15,134.0,4,0.74,0.0,银行卡,手机APP,短视频,双十一,Android,S012,商场店,2025-11-10,18,0,未退货,2,4.0,男,39,普通会员,A,10.0,40.18
AI00000059,U00066,31-40,沈阳,辽宁,东北,P007,办公椅,电脑办公,WorkLife,杭州森木家具,780.45,423.32,2,1.0,0.0,银行卡,直播间,直播推荐,日常,Android,S016,社区店,2026-04-08,16,0,未退货,2,5.0,男,35,银卡会员,A,8.0,74.19
AI00000060,U00048,31-40,北京,北京,华北,P011,台灯,生活用品,LightHome,宁波明照电器,72.27,36.22,4,0.92,0.0,银行卡,网页商城,老客复购,日常,iOS,S035,仓储店,2026-05-29,12,0,未退货,3,4.0,男,34,普通会员,A,10.0,20.25
AI00000061,U00906,31-40,大连,辽宁,东北,P019,坚果礼盒,食品饮料,NutPlus,杭州食品贸易,176.54,124.25,2,1.0,0.0,银行卡,手机APP,自然搜索,日常,Android,S008,商场店,2025-12-18,20,0,未退货,2,5.0,女,32,银卡会员,A,8.0,32.66
AI00000062,U00500,31-40,广州,广东,华南,P011,台灯,生活用品,LightHome,宁波明照电器,86.07,41.22,2,0.95,0.0,银行卡,网页商城,老客复购,日常,iOS,S013,商场店,2025-08-08,21,0,未退货,5,5.0,男,38,普通会员,A,10.0,16.28
AI00000063,U00681,51-65,天津,天津,华北,P016,篮球,服饰运动,CourtStar,青岛体育用品,111.83,56.34,2,0.97,0.0,信用卡,手机APP,老客复购,日常,Android,S017,旗舰店,2025-04-10,16,0,未退货,3,4.0,女,54,普通会员,B,10.0,30.98
AI00000064,U01140,31-40,成都,四川,西南,P014,运动外套,服饰运动,MovePro,上海服饰集团,376.61,162.81,2,1.0,10.0,银行卡,手机APP,老客复购,日常,Android,S008,校园店,2025-08-07,21,0,未退货,4,4.0,女,40,银卡会员,A,0.0,26.24
AI00000065,U00830,18-22,沈阳,辽宁,东北,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,90.33,53.52,1,0.89,0.0,校园卡,手机APP,校园社群,日常,PC,S023,仓储店,2025-06-23,20,0,未退货,2,5.0,男,18,金卡会员,A,8.0,39.89
AI00000066,U00658,23-30,大连,辽宁,东北,P016,篮球,服饰运动,CourtStar,青岛体育用品,131.38,88.16,2,0.91,0.0,银行卡,手机APP,老客复购,日常,Android,S014,仓储店,2026-05-18,20,0,未退货,2,4.0,女,28,金卡会员,A,6.0,23.85
AI00000067,U00669,31-40,杭州,浙江,华东,P022,笔记本,图书文具,NotePlus,义乌文具厂,9.87,5.96,1,0.94,3.71,微信支付,直播间,校园社群,日常,iOS,S009,社区店,2025-09-30,18,0,未退货,3,4.0,男,32,学生会员,B,8.0,62.82
AI00000068,U00239,51-65,沈阳,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,8.93,5.47,1,0.95,0.0,校园卡,手机APP,信息流广告,日常,iOS,S037,旗舰店,2025-05-26,18,1,尺码不合适,2,3.0,女,53,银卡会员,B,8.0,40.39
AI00000069,U00007,31-40,北京,北京,华北,P015,瑜伽垫,服饰运动,FitLife,杭州健身用品,63.96,28.69,6,0.95,0.0,微信支付,手机APP,信息流广告,618大促,PC,S011,商场店,2025-06-12,22,0,未退货,7,4.0,男,40,学生会员,B,12.0,42.44
AI00000070,U00440,23-30,大连,辽宁,东北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,93.14,58.69,1,0.92,0.0,银行卡,线下门店,线下到店,日常,门店收银,S040,校园店,2025-03-29,13,0,未退货,0,5.0,男,25,金卡会员,A,0.0,13.95
AI00000071,U00134,41-50,上海,上海,华东,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,12.51,6.81,3,0.75,11.26,校园卡,手机APP,自然搜索,618大促,iOS,S038,商场店,2026-06-06,19,1,商品与描述不符,2,3.0,女,50,普通会员,A,10.0,43.85
AI00000072,U00393,18-22,广州,广东,华南,P021,教材,图书文具,学知书局,北京图书批发,51.82,29.16,2,0.91,20.0,微信支付,手机APP,信息流广告,日常,Android,S035,旗舰店,2025-02-02,22,0,未退货,4,4.0,女,18,普通会员,B,8.0,23.62
AI00000073,U01374,23-30,沈阳,辽宁,东北,P007,办公椅,电脑办公,WorkLife,杭州森木家具,568.49,337.57,1,0.97,0.0,银行卡,直播间,直播推荐,日常,Android,S016,社区店,2025-01-09,14,0,未退货,3,5.0,女,30,学生会员,A,6.0,61.93
AI00000074,U00155,31-40,沈阳,辽宁,东北,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,229.05,161.05,3,0.98,10.0,支付宝,网页商城,自然搜索,日常,PC,S001,商场店,2025-04-28,15,0,未退货,2,4.0,女,37,普通会员,B,8.0,28.22
AI00000075,U00017,31-40,青岛,山东,华东,P010,双肩包,生活用品,CampusBag,广州行者箱包,135.51,86.66,2,0.92,20.0,支付宝,手机APP,自然搜索,日常,Android,S015,商场店,2026-04-10,21,0,未退货,1,4.0,女,34,新客,B,0.0,32.16
AI00000076,U00210,31-40,广州,广东,华南,P021,教材,图书文具,学知书局,北京图书批发,47.21,29.34,2,0.96,10.0,微信支付,手机APP,信息流广告,日常,Android,S035,旗舰店,2025-10-24,15,0,未退货,3,5.0,男,32,学生会员,A,10.0,38.46
AI00000077,U00226,18-22,青岛,山东,华东,P010,双肩包,生活用品,CampusBag,广州行者箱包,169.89,93.6,1,1.0,5.0,支付宝,手机APP,自然搜索,日常,Android,S015,商场店,2025-12-12,22,0,未退货,2,5.0,男,20,新客,A,8.0,44.38
AI00000078,U00891,18-22,深圳,广东,华南,P024,文件夹,图书文具,OfficeKit,大连办公用品,7.24,3.18,3,0.96,0.0,信用卡,第三方平台,自然搜索,日常,iOS,S003,校园店,2025-07-10,21,0,未退货,1,5.0,女,20,普通会员,B,10.0,43.0
AI00000079,U00665,23-30,深圳,广东,华南,P009,保温杯,生活用品,WarmCup,大连优品贸易,39.16,22.75,1,0.98,0.0,银行卡,网页商城,自然搜索,日常,PC,S037,校园店,2025-02-14,8,0,未退货,3,5.0,男,27,普通会员,B,10.0,26.84
AI00000080,U01188,23-30,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,28.9,17.77,2,1.0,0.0,微信支付,手机APP,信息流广告,日常,PC,S013,旗舰店,2026-05-09,17,0,未退货,4,5.0,男,30,普通会员,A,8.0,29.8
AI00000081,U00896,18-22,天津,天津,华北,P014,运动外套,服饰运动,MovePro,上海服饰集团,247.44,155.19,1,0.93,5.0,信用卡,网页商城,自然搜索,日常,PC,S022,仓储店,2025-05-04,15,0,未退货,3,5.0,女,19,普通会员,A,8.0,17.29
AI00000082,U00390,31-40,成都,四川,西南,P014,运动外套,服饰运动,MovePro,上海服饰集团,343.78,206.34,2,0.92,5.0,银行卡,手机APP,老客复购,日常,Android,S008,校园店,2025-01-22,14,0,未退货,3,4.0,女,35,银卡会员,A,6.0,33.67
AI00000083,U01267,23-30,武汉,湖北,华中,P005,笔记本电脑,电脑办公,NorthBook,北京星辰科技,5364.68,2758.0,3,0.78,0.0,支付宝,网页商城,老客复购,双十一,Android,S032,社区店,2025-11-10,14,0,未退货,4,5.0,女,23,银卡会员,B,10.0,26.43
AI00000084,U00089,31-40,沈阳,辽宁,东北,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,151.89,74.71,1,0.93,0.0,微信支付,网页商城,校园社群,日常,iOS,S003,校园店,2025-02-23,16,0,未退货,3,5.0,男,33,学生会员,B,10.0,24.08
AI00000085,U00005,23-30,成都,四川,西南,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,188.72,85.91,3,0.87,20.0,支付宝,第三方平台,自然搜索,日常,iOS,S019,社区店,2025-03-03,14,0,未退货,3,5.0,男,28,银卡会员,B,8.0,25.43
AI00000086,U00033,31-40,广州,广东,华南,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,163.23,102.31,2,0.97,0.0,银行卡,手机APP,校园社群,日常,PC,S010,旗舰店,2026-04-03,15,0,未退货,5,3.0,女,31,普通会员,B,0.0,21.54
AI00000087,U01034,31-40,沈阳,辽宁,东北,P009,保温杯,生活用品,WarmCup,大连优品贸易,28.42,19.95,1,0.97,0.0,校园卡,网页商城,信息流广告,日常,PC,S025,校园店,2025-10-04,20,0,未退货,7,5.0,男,34,学生会员,A,10.0,34.43
AI00000088,U00484,23-30,大连,辽宁,东北,P023,签字笔,图书文具,WriteWell,上海文具贸易,5.01,2.89,1,0.81,1.62,微信支付,第三方平台,自然搜索,618大促,Android,S003,校园店,2025-06-02,20,0,未退货,4,5.0,女,29,普通会员,A,10.0,39.5
AI00000089,U00084,18-22,大连,辽宁,东北,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,56.34,34.85,3,0.97,0.0,支付宝,手机APP,信息流广告,日常,iOS,S007,仓储店,2025-07-04,9,0,未退货,2,4.0,女,18,普通会员,A,8.0,31.82
AI00000090,U00555,31-40,沈阳,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,7.98,4.98,2,0.97,0.0,银行卡,手机APP,校园社群,日常,iOS,S010,仓储店,2026-02-16,16,0,未退货,2,4.0,女,36,新客,B,8.0,37.4
AI00000091,U00076,23-30,沈阳,辽宁,东北,P013,运动鞋,服饰运动,RunFast,福建运动工厂,522.36,248.23,1,0.89,0.0,微信支付,手机APP,老客复购,日常,Android,S015,校园店,2025-02-12,16,0,未退货,4,5.0,女,29,普通会员,A,8.0,32.75
AI00000092,U00971,23-30,沈阳,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,8.73,4.22,1,0.97,3.39,校园卡,手机APP,信息流广告,日常,iOS,S037,旗舰店,2025-03-16,16,0,未退货,1,4.0,男,27,银卡会员,B,10.0,42.49
AI00000093,U00456,31-40,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,141.51,69.1,3,0.99,0.0,校园卡,手机APP,校园社群,日常,PC,S030,校园店,2025-12-06,13,0,未退货,2,5.0,女,39,银卡会员,A,10.0,42.74
AI00000094,U00350,18-22,成都,四川,西南,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,205.68,142.17,1,0.88,0.0,支付宝,第三方平台,自然搜索,日常,iOS,S019,社区店,2025-11-30,21,0,未退货,3,5.0,男,18,新客,A,8.0,52.38
AI00000095,U00236,18-22,杭州,浙江,华东,P028,护手霜,美妆个护,SoftHand,杭州美护用品,24.86,10.8,2,0.89,0.0,信用卡,网页商城,信息流广告,618大促,iOS,S033,校园店,2026-06-18,22,0,未退货,3,5.0,女,21,普通会员,A,10.0,33.95
AI00000096,U00820,31-40,武汉,湖北,华中,P018,咖啡,食品饮料,BeanGo,云南咖啡供应链,40.32,23.45,3,0.9,0.0,支付宝,直播间,直播推荐,日常,iOS,S037,社区店,2025-07-20,21,0,未退货,7,4.0,女,35,学生会员,A,10.0,86.21
AI00000097,U00321,41-50,大连,辽宁,东北,P009,保温杯,生活用品,WarmCup,大连优品贸易,37.16,19.9,3,0.9,0.0,校园卡,手机APP,短视频,日常,PC,S038,社区店,2025-02-11,18,0,未退货,3,5.0,男,50,学生会员,B,0.0,43.28
